"time","carID","edgeID","laneID","pos","speed"
"21.00","car5","E0","E0_0","40.80","6.93"
"21.00","car4","E0","E0_1","84.24","10.02"
"21.00","car2","E0","E0_1","141.31","13.25"
"22.00","car1","-E12","-E12_0","8.23","2.44"
"22.00","car0","-E12","-E12_0","201.67","2.64"
"22.00","car7","-E6","-E6_1","88.28","9.81"
"22.00","car9","-E7","-E7_0","83.14","9.33"
"22.00","car3","-E7","-E7_0","146.67","12.78"
"22.00","car8","E0","E0_0","2.05","1.35"
"22.00","car6","E0","E0_0","17.14","4.42"
"22.00","car5","E0","E0_0","48.39","7.59"
"22.00","car4","E0","E0_1","94.82","10.58"
"22.00","car2","E0","E0_1","155.26","13.95"
"23.00","car1","-E12","-E12_0","10.69","2.46"
"23.00","car0","-E12","-E12_0","204.42","2.76"
"23.00","car7","-E6","-E6_1","95.96","7.68"
"23.00","car9","-E7","-E7_0","93.15","10.01"
"23.00","car3","-E7","-E7_0","159.91","13.23"
"23.00","car8","E0","E0_0","3.98","1.92"
"23.00","car6","E0","E0_0","22.19","5.05"
"23.00","car5","E0","E0_0","56.77","8.38"
"23.00","car4","E0","E0_1","105.94","11.12"
"23.00","car2","E0","E0_1","168.91","13.65"
"24.00","car1","-E12","-E12_0","12.94","2.25"
"24.00","car0","-E12","-E12_0","207.18","2.76"
"24.00","car7","-E6","-E6_1","99.66","3.71"
"24.00","car9","-E7","-E7_0","103.76","10.61"
"24.00","car3","-E7","-E7_0","173.56","13.65"
"24.00","car8","E0","E0_0","6.55","2.57"
"24.00","car6","E0","E0_0","27.96","5.77"
"24.00","car5","E0","E0_0","65.83","9.06"
"24.00","car4","E0","E0_1","117.71","11.78"
"24.00","car2","E0","E0_1","182.57","13.66"
"25.00","car1","-E12","-E12_0","15.35","2.41"
"25.00","car0","-E12","-E12_0","210.01","2.83"
"25.00","car7","-E12","-E12_1","1.77","2.11"
"25.00","car9","-E7","-E7_0","114.93","11.17"
"25.00","car3","-E7","-E7_0","187.77","14.21"
"25.00","car8","E0","E0_0","9.81","3.27"
"25.00","car6","E0","E0_0","34.44","6.48"
"25.00","car5","E0","E0_0","75.58","9.75"
"25.00","car4","E0","E0_1","130.15","12.43"
"25.00","car2","E0","E0_1","196.50","13.92"
"26.00","car1","-E12","-E12_0","17.78","2.42"
"26.00","car0","-E12","-E12_0","212.58","2.58"
"26.00","car7","-E12","-E12_1","4.06","2.29"
"26.00","car9","-E7","-E7_0","126.59","11.67"
"26.00","car3","-E7","-E7_1","202.39","14.62"
"26.00","car8","E0","E0_0","13.55","3.74"
"26.00","car6","E0","E0_0","41.45","7.01"
"26.00","car5","E0","E0_1","85.96","10.38"
"26.00","car4","E0","E0_1","143.12","12.97"
"26.00","car2","E0","E0_2","210.36","13.87"
"27.00","car1","-E12","-E12_0","20.33","2.56"
"27.00","car0","-E12","-E12_0","215.51","2.92"
"27.00","car7","-E12","-E12_1","6.33","2.26"
"27.00","car9","-E7","-E7_0","138.38","11.79"
"27.00","car3","-E7","-E7_1","217.38","14.98"
"27.00","car8","E0","E0_0","17.82","4.27"
"27.00","car6","E0","E0_0","49.00","7.55"
"27.00","car5","E0","E0_1","96.84","10.88"
"27.00","car4","E0","E0_1","156.64","13.52"
"27.00","car2","E0","E0_2","224.15","13.79"
"28.00","car1","-E12","-E12_0","22.65","2.31"
"28.00","car0","-E12","-E12_0","218.22","2.72"
"28.00","car7","-E12","-E12_1","8.78","2.45"
"28.00","car9","-E7","-E7_0","150.21","11.83"
"28.00","car3","-E7","-E7_1","232.06","14.69"
"28.00","car8","E0","E0_0","22.80","4.98"
"28.00","car6","E0","E0_0","57.07","8.07"
"28.00","car5","E0","E0_1","108.25","11.41"
